area_sqft,bedrooms,bathrooms,floors,property_age,renovation_status,lot_size,distance_city_km,neighborhood_score,crime_rate_index,school_rating,hospital_proximity_km,shopping_center_proximity_km,public_transport_score,parking_availability,property_type,construction_quality,energy_efficiency_score,water_supply_score,electricity_supply_score,internet_availability_score,green_space_index,flood_risk_index,noise_pollution_level,SalePrice,Fireplaces
2030,4,2.5,2,50,0,12046,5.8,5.6,4.6,6.3,5.83,3.37,6.3,1,1Fam,6,4.2,6.3,6.1,5.5,8.2,4.7,5.5,195000,1
1576,3,2.5,2,20,0,8125,4.09,6.7,2.3,8.8,4.56,1.09,9.1,1,1Fam,7,9.2,6.2,6,6.3,5.8,1.6,5.6,197000,0
2392,3,2.5,2,29,1,9452,4.93,7.5,0.6,7.9,4.44,1.91,7.2,1,1Fam,8,7.4,7.9,8.3,7.6,5.7,3.3,6.2,348000,1
1742,4,1.5,2,144,1,17671,6.79,7.6,2.2,8,3.25,4.21,5.7,1,1Fam,8,0,8.1,8.4,7.9,10,10,2.8,168000,1
1851,3,2.5,2,62,1,9760,4.63,6,5,5.8,4.85,4.8,6.5,1,1Fam,6,2.9,5.8,6.7,5.7,8.9,6.6,4.5,187000,1
1500,3,2.5,2,21,1,8846,3.74,5.6,3.2,6.6,6.11,6.19,8.1,1,1Fam,6,8,5.9,5.5,6.6,5.4,2,5.3,173900,0
1718,3,2,1,20,1,12456,5.23,10,0,10,2.39,0.88,6.4,1,1Fam,10,8,9.2,10,10,8.9,1.8,3.7,337500,1
1230,3,1.5,2,80,1,4712,2.07,4.7,5.9,4.9,6.82,7.03,9.9,1,1Fam,4,1.1,4.2,4.3,4.9,5.1,8.9,8.6,121600,0
1050,3,1,1,65,0,10659,7.13,4.7,4.9,7.3,7.93,6.97,8.1,1,1Fam,5,3,5.3,5.2,5.2,7.9,7,2.1,136500,0
1442,2,2,1,56,0,11717,6.5,6.1,4.5,5,4.23,4.38,6.6,1,1Fam,6,2.9,6.2,5.6,4.8,7.5,5.7,2.5,185000,1
1077,3,1,1,104,1,9786,4.32,3.2,7.9,3.7,8.42,6.81,7.4,1,1Fam,3,0,3.5,1.8,3.5,6.5,10,6.4,91000,1
1208,2,2,1,20,0,6762,3.95,7.2,2.9,7.3,4.74,4.03,7.8,1,1Fam,7,7.1,7.1,7.2,6.2,3.7,2.3,6.4,206000,0
944,2,1,1,74,0,10206,6.5,3,8.9,2.9,8.36,8.45,6,1,1Fam,3,0,3.2,2.9,3.1,7.7,6.9,4.5,82000,0
691,2,1,1,106,1,5400,3.62,5.4,5.2,5.1,6.43,4.52,7.8,1,1Fam,5,0,5.1,4.7,4.6,4.2,10,6.9,86000,0
1574,3,2,1,20,0,11957,6.04,8.2,1.7,8.2,5.87,1.28,7.2,1,1Fam,8,7.4,8.3,8.4,9.1,7.5,0.9,3.2,232000,1
1680,4,2,1,50,0,11500,5.1,4.4,3.4,6.7,6.15,5.14,7.5,1,Duplex,5,2.1,4.2,5,5.7,6.6,4.6,5,136905,0
1504,1,2,1,21,1,3182,2.29,7.4,2.7,8.3,7.44,3.83,9.4,1,TwnhsE,7,8.2,6.6,6.3,6.6,0.8,2.7,7.8,181000,1
985,3,2,1,49,0,8385,4.59,5.4,4.7,5.5,7.44,5.8,7.6,1,1Fam,5,1.1,5.8,4,4.9,6.6,3.8,4.5,149900,0
1657,3,2,1,56,0,12155,6.97,5.6,5,7.5,6.09,2.58,7.9,1,1Fam,6,5.7,4.8,5.4,6.1,8.2,4,1.9,163500,1
1092,3,1.5,2,56,0,2217,1.74,4,6.5,3.3,8.48,7.91,9.5,1,TwnhsE,4,4.5,3.9,5.2,4.4,1.7,5.7,7.6,88000,0
1710,3,2,1,22,1,12118,7.11,7.3,1.8,6.8,7.53,2.36,7.7,1,1Fam,7,7,7.6,7.4,7,7.3,0.5,4.9,240000,1
1522,4,2,1,100,1,6000,2.46,4.9,5.2,4,6.01,4.73,6.7,0,1Fam,5,0,5,5.1,4.5,2.5,8.7,7.1,102000,0
1271,4,2,2,78,1,21286,11.96,5.5,5.7,5,5.88,4.1,0.8,1,1Fam,5,0.6,4.8,4.9,4.6,10,8.6,0,135000,1
1664,4,2,1,61,0,9825,5.11,6.2,6.5,5.6,6.25,7.7,7.8,0,Duplex,5,1.8,5.1,4.9,5,6.6,5.9,4.4,100000,0
1502,3,1.5,2,103,1,10592,7.37,5.6,4.9,6.7,6.03,4.24,5.9,1,1Fam,6,0,5.8,6.6,6.6,8,10,3.5,165000,2
1022,2,1,1,116,1,7200,2.91,4.3,5.8,5.6,5.27,4.15,8,1,1Fam,5,0,5,4.8,5.2,4.4,10,8,85000,0
1082,2,1,1,78,1,11664,7.57,6.2,4.1,5.6,6.02,4.86,6.8,1,1Fam,6,0.2,5.7,6.3,5.6,7.5,7.7,3.4,119200,1
1665,3,2.5,2,25,0,8400,4.4,8.4,2.4,9.4,5.69,2.77,9.5,1,1Fam,8,7.1,8.6,7.8,8.3,6.3,2.9,6,227000,0
1504,3,2,1,30,0,11883,5.29,6.9,4.2,7.9,5.15,2.81,7.4,1,1Fam,7,4.9,7.7,8,6.8,8.7,1.8,6.1,203000,1
1360,1,1,1,42,0,5814,2.42,8.7,0.7,9.3,3.71,2.84,8.7,1,TwnhsE,8,4.8,7.9,8.4,8.4,4.7,5.2,8,187500,1
1472,3,2.5,2,35,1,10784,5.07,6.3,2.7,6.4,4.38,2.17,8.1,1,1Fam,7,5.8,6.3,7.6,8.3,6.9,4,6.6,160000,1
1506,2,2,1,21,0,3013,1.93,7.3,2.2,7.9,5.9,2.51,9.6,1,TwnhsE,7,7.5,6.7,6.7,6.8,2.6,0.5,6.4,213490,1
1132,2,1.5,1,21,0,7024,4.03,3.7,6.4,3.6,7.17,3.99,7.8,1,1Fam,4,7.2,3.9,4.5,4.4,5.8,2.1,6.3,176000,0
1220,2,2,1,20,0,7406,3.13,7.9,4.2,7.4,6.85,1.68,9.2,1,1Fam,7,8.6,7.3,6.8,6.6,4.8,2.4,7.2,194000,0
1248,2,1,2,96,1,9439,4.7,6,4.4,5.9,8.93,6.81,6.5,1,1Fam,5,0,4.5,5.1,4.9,5.8,9,4.4,87000,0
1504,2,2,1,21,1,3182,3.73,6.6,0.6,7.8,5.26,4.64,9.5,1,TwnhsE,7,7.6,6.6,7.8,7,3.5,0.6,6.8,191000,1
2898,2,2,1,50,0,15498,9.48,7.7,1.6,8.2,3.99,2.07,4.6,1,1Fam,8,5,8.3,7.5,7.9,9.7,5.3,0,287000,1
882,3,1,1,54,0,7700,4.29,5.4,5.9,5.5,8.03,6.66,8.3,1,1Fam,5,3.2,5.5,5.1,6.2,5.8,7.6,5.1,112500,0
1264,3,1,1,66,0,9300,4.69,4.8,5.5,4.4,8.09,4.84,7.9,1,1Fam,5,2,4.7,5.2,4.8,6.1,6.2,3.3,167500,2
1646,3,2,1,19,1,9520,4.88,8,2.4,9.6,3.19,1.76,9.3,1,1Fam,8,7.5,7.3,8.3,8.3,4.5,3.5,6.7,293077,1
1376,3,1,2,85,1,9492,5.36,5,4.7,5.4,6.47,5.06,6.1,1,1Fam,5,0.6,6.6,4.8,4,7.5,7.7,4.4,105000,1
1218,3,1.5,2,54,0,1680,0,5,2.7,7.4,4.68,3.88,9,1,Twnhs,6,3,6.4,7,6.2,0,5.6,10,118000,0
1928,5,2,2,110,1,7082,3.28,5,5.5,5.1,7.41,4.78,9.1,0,2fmCon,5,0,4.9,4.4,5.6,2.7,10,7.5,160000,0
3082,5,2.5,2,106,1,15863,6.26,6.7,2.2,7.3,5.67,4.14,6.4,1,1Fam,7,0,7.4,7.7,6.7,10,10,4.2,197000,2
2520,5,2.5,2,33,0,14541,7.67,7.8,4.2,8.3,2.65,2.15,6.5,1,1Fam,8,5,7.9,8.6,6.7,10,3,1.7,310000,1
1654,3,2,1,24,0,8125,4.71,7.7,3.6,8.3,4.54,3.71,7,1,1Fam,7,7.7,7.4,8,7,4.8,3.1,4.2,230000,0
954,2,1,1,88,1,6305,2.67,4.4,4.4,5,5.65,6.03,7.8,1,1Fam,5,0,5.1,4.2,5,4.4,10,7.9,119750,1
845,3,1,1,69,0,11500,7.32,4.4,5.4,4.9,7.1,6.39,8.4,1,1Fam,4,2,4,3.6,4.4,5.1,7.2,2.6,84000,0
1620,2,2,1,19,1,12898,5.22,8.9,0.9,9.6,3.55,0.03,6.7,1,1Fam,9,4.9,8.9,9.7,10,9.3,1.4,3.4,315500,1
2263,3,2.5,2,25,1,9240,3.16,7.9,1.8,7.4,3.27,0.65,8.1,1,1Fam,8,6.9,7.3,7.1,7.8,6.4,2.3,5.3,287000,1
1344,3,1.5,2,56,1,1533,0.99,4.4,7.1,4,7.7,6.15,9.5,0,Twnhs,4,2.5,5,3.2,3.6,1,8.1,8.1,97000,1
630,1,1,1,56,0,1477,1.79,4.2,6.2,3.6,6.37,5.83,8.4,1,TwnhsE,4,1.9,3.5,3.8,3.4,1,5.7,10,80000,0
1803,3,2,1,69,1,13125,8.25,5.3,4.3,5.5,7.19,5.09,7.7,1,1Fam,5,0.8,4.3,5.1,5.1,9.2,6.3,4,155000,1
1632,4,1.5,2,60,1,9130,4.11,6.5,5.9,5.8,5.96,3.98,8.2,1,1Fam,6,1.9,5.9,6.8,6.2,6.1,4.9,6.1,173000,0
1306,1,2,1,21,0,5381,3.77,5.8,4,7.2,5.27,6.58,10,1,Twnhs,6,7.3,5.5,5.9,5.7,1.7,0.3,6.4,196000,1
2329,4,2.5,2,36,0,11839,5.88,6.7,3.8,7.6,4.81,1.67,6,1,1Fam,7,4.1,7,6.7,7.4,10,4,3.8,262280,1
2524,4,2.5,1,45,0,9600,4.63,7.5,1.4,8.7,4.18,0.01,8.4,1,1Fam,8,4.7,8.3,8.2,8.2,7.6,5.2,4.4,278000,1
1733,4,2,1,71,0,13680,7.72,2.6,7.4,3.8,8.19,7.33,5.3,1,1Fam,3,2.5,3.5,3.2,3,7.8,6.7,3.7,139600,1
2868,4,3.5,2,21,1,16056,8.68,10,1.3,10,1.52,0.62,6.1,1,1Fam,9,7.7,9.4,9.2,8.5,10,2.1,3.2,556581,1
990,3,1,1,32,1,9245,3.05,5.6,3.1,5.5,8.81,5.32,8.7,1,1Fam,5,6.8,4.8,4.9,4.8,5.9,2,6.1,145000,0
1771,3,1,1,66,1,21750,12.35,4.3,7,5,6.37,5.58,2.5,1,1Fam,5,2.8,5,4,3.8,10,6.7,0,115000,1
930,2,1,1,80,1,11100,6.93,3.3,7.3,3.2,7.9,7.28,7,1,1Fam,4,1.2,4.2,3.5,4.1,5.2,8.5,2.6,84900,0
1302,3,2,1,19,0,8993,3.87,7.2,2.6,7.2,6.01,1.49,7.2,1,1Fam,7,9.5,6.1,7.7,7,5.5,1.4,5.7,176485,0
1316,3,2,1,19,0,11175,5.98,7.3,1.9,7.3,8.53,2.44,6.5,1,1Fam,7,7.1,7.3,7.1,7.1,5.7,3.6,5.2,200141,1
1977,4,1.5,2,62,1,9500,5.24,6.3,4.3,6.7,4.76,4.43,8,1,1Fam,6,1.5,5.3,5.8,6.3,6,5.4,3.4,165000,1
1526,4,1,1,69,1,8562,4.54,4.9,5.1,5.3,7.45,5.77,9,1,1Fam,5,2.2,6,5.6,5.2,5.2,7.2,5.9,144500,1
1989,3,2.5,2,24,0,11367,5.13,7.9,2.4,9.3,3.29,4.19,7,1,1Fam,8,7.7,7.8,7.4,7.9,7.7,3.2,5.6,255000,1
1523,3,2,1,50,0,11361,5.01,6.2,4.2,6.2,5.46,4.96,7.4,1,1Fam,6,4.5,5.9,5.9,6,7,4.9,4.8,180000,1
1364,2,2,1,21,0,7052,3.5,7,3.5,7.7,4.28,2.94,8.4,1,TwnhsE,7,9.3,6.6,7.1,6.3,4,1.9,7.4,185850,1
1850,3,2.5,2,32,0,29959,16.15,5.9,4.4,8.5,3.87,2.11,2.5,1,1Fam,7,6,6.7,6.8,6.7,10,1.8,0,248000,1
2184,3,2.5,2,18,0,11308,6.2,8.9,1.6,10,2.96,0.44,6.1,1,1Fam,9,8.2,10,9.1,9,8,3.2,5,335000,1
1991,3,1.5,2,94,1,11275,5.27,5.6,3,6.6,4.53,3.41,8.3,1,1Fam,6,0,6.5,5.9,5.6,8.1,9.2,3.2,220000,1
1338,2,2,1,25,0,4920,3.23,8.1,3.4,8.4,4.95,2.66,9.1,1,TwnhsE,8,9,7.2,7.3,8.4,3.1,3,6.4,213500,0
894,2,1,1,91,1,18000,6.15,4.5,8.6,2.9,9.06,7.26,5.9,1,1Fam,3,0,3.8,3.1,2.7,10,9.8,3.8,81000,0
2337,5,2,2,126,1,13600,7.95,5.2,8.2,4.9,7.42,3.68,5.8,1,2fmCon,5,0,5.6,4.3,5.1,8.9,10,0,90000,0
1103,2,1,1,101,1,6000,1.26,5.8,2.9,6.2,5.53,3.56,8,1,1Fam,6,0,5.9,6.1,6.1,4.5,9.9,7.7,110500,1
1154,3,1.5,1,60,0,11000,5.14,5.5,5.2,6,6.63,5.88,7.1,1,1Fam,5,1.9,5.2,5.7,5.4,5.2,7.3,4,154000,1
2260,3,2.5,2,30,1,14000,5.88,7.2,0.9,7.5,5.29,3.35,5,1,1Fam,7,5.5,7,6.9,7.5,9.7,1.9,5.1,328000,0
1571,3,2.5,2,33,1,7837,2.62,6.2,4.6,5.7,4.84,4.57,6.4,1,1Fam,6,5.4,7,5.4,6.3,5.5,5.4,6.7,178000,1
1611,4,1.5,2,62,0,9760,6.04,6.3,3.5,7.8,5.64,4.38,7,1,1Fam,6,0.9,5.6,5.9,4.9,6.6,5.5,3.1,167900,0
2521,5,2.5,2,53,0,3964,1.51,7,5.9,6.8,5.14,5.63,9.5,1,TwnhsE,6,2.6,6.1,5.6,6.6,2.5,4.1,9.3,151400,1
893,2,1,1,77,1,9600,5.15,4.4,4.2,4.5,6.11,5.24,6.9,1,1Fam,5,2.3,4.8,5.3,5.8,3.8,7.8,3.2,135000,0
1048,3,1,1,70,0,10152,5.03,5.2,3.3,5.2,4.89,4.61,6.4,1,1Fam,5,2,4.3,4.9,4.8,6.3,9.2,2.9,135000,0
1556,4,1.5,2,58,0,11700,6.33,5.5,3.5,6.7,7.34,3.08,6.3,1,1Fam,6,3.7,7.1,6.9,6.1,9.6,3.9,3.3,154000,0
1456,4,1,2,78,1,7585,3.87,5.3,3,6.7,6.31,5.25,7.6,1,1Fam,5,1.4,4.4,5.6,4.6,5.1,7.7,4.7,91500,1
1426,3,1.5,2,49,0,7950,2.69,5.5,4.8,5.8,7.16,1.56,7.7,1,1Fam,6,5.7,6.1,5.9,5,5,5.4,5.9,159500,0
1240,2,2,1,20,0,8556,5.27,6.8,0.9,8.4,6.07,2.82,10,1,1Fam,7,5.7,6.1,7.4,6.6,5.7,2,5.3,194000,0
1740,3,1.5,2,86,1,13125,6.07,6.9,3,8.7,3.71,2.79,7.8,1,1Fam,7,0,6.8,6.8,6.7,9.1,9,4.8,219500,2
1466,3,2,2,90,1,10800,3.84,5.5,2.9,5.1,5.91,3.64,8.3,1,1Fam,5,0,5.2,5,4.8,7.9,8.3,6.9,170000,1
1096,3,1,1,57,0,15870,7.51,5.5,4.7,5.3,9.56,4.07,7.2,1,1Fam,5,2.4,4.6,4.8,4.5,10,5.1,3.6,138800,0
848,1,1,1,22,0,4435,3.72,5.4,5.6,5.9,7.75,4.81,7.9,1,TwnhsE,6,6.9,6.3,6.4,5.6,3.4,2.1,7.5,155900,1
990,3,1,1,32,0,8775,5.24,5,5.4,5.4,6.97,5.23,6.6,1,1Fam,5,5.6,4.9,5.7,5,7.5,2.1,2.6,126000,0
1258,3,2,1,55,1,11040,5.17,5.6,3.1,6.6,6.26,4.1,6.1,1,1Fam,6,3.3,6.6,6.4,5.6,8.4,5.5,5.3,145000,0
1040,3,1.5,1,63,0,7500,3.4,4.4,5,6,6.37,5.31,9.5,1,1Fam,5,2.2,5.7,5.5,5.3,7.3,5.9,6.1,133000,0
1459,3,2,1,24,0,8749,4.05,6.9,3,8.5,5.43,3.09,7.3,1,1Fam,7,6.3,6.7,7.5,7.3,5.2,1.9,5.2,192000,1
1251,3,1,1,62,0,8800,6.48,5.8,4.5,6.1,5.28,5.24,6.5,1,1Fam,6,0.1,6,6.3,7.2,7.5,6.5,4.1,160000,2
1498,3,2.5,2,31,1,13031,6.9,7.2,2.6,5.2,3.97,4.12,6.3,1,1Fam,6,5.1,6.1,5.4,6.6,7.9,1.3,1.4,187500,1
996,2,1,1,34,0,9069,4.96,6.2,4.6,6.6,4.68,2.54,7.5,1,1Fam,6,5.2,6.3,6.9,6.1,6.4,3.2,3.3,147000,0
1092,3,1.5,2,53,0,1974,2.02,3.3,3.3,4.6,8.02,7.63,9.8,1,TwnhsE,4,3.1,4,4.9,3.7,2,7.6,8.6,83500,0
1953,3,2.5,2,21,1,10574,5.53,7.7,1.4,9,2.87,2.37,7.6,1,1Fam,8,6.2,8.1,7.9,8.1,6.5,1,5,252000,1
1709,3,2,2,22,0,2522,1,7.5,2.5,7.5,4.93,2.41,8.5,1,Twnhs,7,6.8,6.9,6.8,7.2,1.8,3.5,9.1,137500,0
1247,1,1.5,1,21,0,3316,1.46,9,2.6,8.9,2.93,0.75,9.9,1,TwnhsE,8,6.2,8.1,8.3,7.7,3.1,2.2,7.7,197000,1
1040,2,2,1,76,0,8544,4.2,2.2,7,4.4,8.22,7.4,7.2,1,Duplex,3,0.4,3.6,3.3,3.4,5,7,6.5,92900,0
1252,2,2.5,2,27,1,2160,1.04,6.1,1.6,8,5.85,2.88,9.3,1,Twnhs,7,5.6,7.3,6.9,6.3,3.1,1.4,9.6,160000,0
1694,4,2,2,101,1,8400,4.93,6.9,3,6.3,6.25,5.57,8.6,1,1Fam,6,0,6.4,5.4,5.9,4.2,10,5.2,136500,1
1200,1,1.5,1,61,1,9230,4.67,5.2,5.2,5.1,6.99,4.65,7.1,1,1Fam,5,1.1,5.4,5.2,5.3,8.1,7.6,4.2,146000,0
936,2,1,1,70,1,5868,3.67,4.6,4.9,5.4,7.88,4.16,8,1,1Fam,5,1.1,4.9,5.3,4.9,4.9,6.6,5.9,129000,0
1314,3,2,1,20,0,9317,4.58,6.3,3.4,7.7,6.48,4.9,8.3,1,1Fam,6,6.6,6.2,6.4,5.9,6.1,1.9,6.3,176432,1
1355,3,1.5,2,112,1,6882,3.52,4.7,3.5,6.5,7.45,4.93,7.4,0,1Fam,6,0,5.5,6.2,5.9,4.2,10,7.8,127000,0
1088,2,1.5,1,40,0,3696,0,8,2.7,8.8,3.54,2.17,8.7,1,TwnhsE,8,5.4,8.6,7.9,7.6,2,4.3,9.8,170000,0
1324,3,1,2,90,1,6000,3.92,4.2,5.5,4.1,7.57,6.68,9.1,1,1Fam,4,0,2.6,4.5,4.6,3.9,7.4,5.8,128000,0
1601,3,2,1,48,0,11880,6.29,7.5,2.9,8.5,3.7,2.96,9.1,1,1Fam,7,3.2,7,7,6.5,7.9,4.9,3.6,157000,1
438,1,1,1,106,1,8400,5.2,1.5,10,3.6,9.57,8.23,8.5,1,1Fam,2,0,2.6,1.8,2.2,6.9,10,5.1,60000,0
950,3,1,1,55,0,9758,1.98,5,3.6,5.8,7.96,6.16,8,1,1Fam,5,3.8,4.3,4.9,5.2,8.5,5.5,7.4,119500,0
1134,2,1,1,66,1,7000,5.59,4.5,3.1,5.6,8.3,5.63,8.8,1,1Fam,5,1.9,5.2,4.1,4.5,4.9,3.9,1.5,135000,0
1194,3,1,1,67,0,8910,4.32,6.1,4.8,6.6,6.96,3.83,6.7,1,1Fam,6,3.2,5.7,5.9,6,5.1,7.1,6.9,159500,1
1302,3,2.5,2,56,0,2016,2.12,4.6,4.3,3.8,5.21,6.35,9.6,1,TwnhsE,5,3.5,4.8,5.3,4.5,0.8,5.4,9.7,106000,0
2622,3,2.5,2,32,1,12256,5.09,7.8,1.7,9.3,5.08,0,6.9,1,1Fam,8,6.9,8.5,8.2,8.7,8,1.4,4.3,325000,2
1442,3,2,1,36,1,10357,5.79,6.5,2.2,7.8,3.16,5.05,7.7,1,1Fam,7,5.6,7.1,7.8,6.4,5.9,1.9,3.1,179900,1
2021,3,2.5,2,20,0,23257,10.58,7.3,2.7,8,5.9,1.29,4.3,1,1Fam,7,8.2,6,6.9,6.7,10,3,0,274725,1
1690,3,2.5,2,26,0,8063,3.41,6.4,5.6,6.1,5.63,3.37,8.4,1,1Fam,6,6,5.5,6.2,5.4,7.5,1.9,6.4,181000,1
1836,3,2,1,22,1,11362,7.6,7.9,2.8,8.5,4.7,1.96,6.8,1,1Fam,8,6.8,8.5,8.4,7.3,7.9,1.3,3.4,280000,1
1658,3,2.5,2,31,1,8000,3.81,6,4.9,6.3,4.67,3.85,8.1,1,1Fam,6,6.5,6.2,7.2,6.8,4.5,3.1,6.2,188000,1
1964,4,2.5,2,50,0,10480,5.46,6.3,1.6,8.4,6.17,4.01,6.2,1,1Fam,7,4.1,7.9,7.1,7.3,7.8,4.4,3.7,205000,1
816,2,1,1,69,0,7100,4.42,4.9,3.8,5.2,5.54,3.94,7.9,1,1Fam,5,1.9,5.8,4.5,5.1,3.6,7,4.3,129900,0
1008,2,1,1,73,1,8923,4.96,5,2.2,7,6.33,5.26,9.2,1,1Fam,5,2,4.8,5.4,4.7,4.9,7.1,5.9,134500,0
833,2,1,1,72,1,5400,2.85,6.3,4.2,5.8,6,4.42,9,1,1Fam,5,0,6.3,5.9,5.5,2.8,6,7.7,117000,0
1734,3,2,1,19,0,12085,6.41,7.4,3,7.9,2.25,2.3,7,1,1Fam,8,6.7,8,7.8,7.6,9.7,1.4,4.7,318000,1
1419,3,2.5,2,24,0,7750,6.28,8.7,2.5,8.7,4.09,1.94,10,1,1Fam,8,7.2,7.5,8.4,8.4,4.9,2.8,2.8,184100,1
894,3,1,1,59,1,9764,4.82,5.5,4.8,5,8.81,5.09,6.2,1,1Fam,5,1.9,4.7,5.6,4.6,4.1,5.9,7,130000,0
1601,3,1,2,68,1,13825,7.11,5.1,5,4,9.67,4.45,5.4,1,1Fam,5,4.9,3.9,5.5,4.7,10,6.7,1.1,140000,0
1040,3,1,1,67,0,7560,4.83,5.9,4.3,6.6,7.1,4.49,9.8,1,1Fam,5,2.1,5.8,5.1,5.4,4.7,8.6,5.9,133700,0
1012,2,1,1,106,1,8263,5.24,6.2,4.2,7.1,7.12,4.29,8,1,1Fam,6,0,6.8,5.7,6.4,3.7,10,2.9,118400,1
1552,3,2,1,21,1,10084,6.23,7.2,3.8,8.1,5.23,3.94,7.2,1,1Fam,7,6.9,6.5,7,7.3,6.4,3,3,212900,0
960,3,1,1,70,0,8926,5.1,4,4.4,4.5,8.5,5.4,6.6,1,1Fam,4,0.8,3.9,4.2,3.5,6.5,6.8,6.5,112000,0
698,2,1,1,79,1,9405,3.56,5.6,5.3,4.5,6.66,4.13,8.1,0,1Fam,5,0.2,5,5.5,4.8,6.7,8.1,7.3,118000,0
1482,3,2.5,2,34,0,9125,6.2,7.5,3.9,7.4,5.2,3.61,8.3,1,1Fam,7,5.9,6.5,7.2,7.1,7.9,3,3.3,163900,1
1005,2,1,1,71,0,10434,4.07,3.7,5.6,5,8.54,5.97,6.3,1,1Fam,4,0.7,3.1,3.8,3.6,6.1,7.9,5.4,115000,1
1555,2,2,1,19,0,3684,2.14,6.3,3.7,7,4.42,3.83,8.9,1,TwnhsE,7,7.4,6.9,7.3,7.7,2.5,1.8,8,174000,1
1530,3,2,1,22,0,14572,6.53,6.9,5.8,5.9,4.92,2.09,6,1,1Fam,7,8.6,6.8,7.4,5.8,9,2.4,4,259000,1
1959,4,2.5,2,22,1,11796,5.83,6.6,2.9,7.5,4.94,1.22,7.3,1,1Fam,7,8.6,6.8,7.2,6.6,6.3,2.4,5.4,215000,1
936,2,1,1,46,0,7200,3.93,5,5.4,5.4,7.83,4.47,7.1,1,Duplex,5,4.5,5.1,4.6,4.7,5.7,4.6,5.6,140000,0
1981,4,2,2,98,1,7804,4.22,4.6,5.3,4.5,6.93,5.23,9.3,1,1Fam,4,0,4.7,3.9,2.6,5.7,10,4.2,135000,2
974,3,1,1,35,1,10712,5.78,4.8,5.2,6,6.95,4.92,8.2,0,1Fam,5,6.2,4.8,5.5,4.3,7.4,2.8,4.4,93500,0
2210,5,2,2,146,1,9900,6.56,6,4.5,7,7.91,3.36,7.2,1,1Fam,6,0,6.1,5.3,6.3,7,10,3,117500,0
2020,3,2.5,2,31,0,9828,5.37,8,2.2,9,5.16,2.74,7.3,1,1Fam,8,7.5,8.4,7,8,5.9,3.8,3.3,239500,1
1600,3,2.5,2,29,0,8773,4.14,6.4,3,7.4,7.35,3.71,7.7,1,1Fam,6,7.1,6.3,6.8,6.8,4.8,2.3,6.2,169000,1
986,2,1,1,100,1,6180,4.05,4.9,4.2,5.5,6.02,4.15,7.7,1,1Fam,6,0,5.7,6.3,6.8,4.2,9.7,5.7,102000,1
1252,3,1,2,76,0,9600,5.99,5.7,5.5,7,6.32,4.16,7.2,1,1Fam,6,0.6,6,6.3,6.2,7.6,6.5,4.3,119000,0
1020,2,1,2,151,1,6342,1.94,5.1,5.4,5.9,8,5.19,8.1,0,1Fam,5,0,5.3,4.5,5.2,5.8,10,7.2,94000,0
1567,2,2,1,49,0,9819,5.51,6.6,5,5.7,7.56,3.98,9.2,1,1Fam,6,3.2,5.4,6.4,6,7.3,5.4,5,196000,2
1167,3,1,1,106,1,8731,5.07,4.8,4.8,4.4,5.05,5.51,8.8,1,1Fam,5,0,5.6,5.1,3.7,5.8,10,3.6,144000,1
952,2,1,1,75,0,7350,3.38,4.1,5.7,5,5.68,4.2,9.1,1,1Fam,5,2,5.7,4.2,4.3,5.2,8.2,5.8,139000,0
1868,4,2.5,2,50,0,10304,6.53,5.3,5.3,5,8.31,6.4,7.8,1,1Fam,5,3.2,4.6,5.7,5.1,6.9,3.1,3.2,197500,1
2828,4,3,2,20,1,9965,4.83,7.7,1,9.3,3.72,1.76,6.4,1,1Fam,8,6.6,8.1,8.1,8.3,5.6,1.3,6.9,424870,1
1006,3,1,1,67,0,9000,4.63,4.4,5.3,5.1,6.33,3.69,7.7,0,1Fam,5,1.7,5.3,4.8,5.1,6,6.5,6.2,80000,0
924,2,1,2,85,1,12180,5.92,3.7,5,3.8,6.75,6.19,7.9,1,2fmCon,4,0,3.7,3.8,3.6,6.8,7.3,5.2,80000,0
1576,3,1,2,98,1,6240,3.14,4.9,4.4,5.1,6.44,4.15,7.2,1,1Fam,5,0,5.2,4,5.5,4,8.1,8.3,149000,1
1298,3,2,1,41,0,11200,4.5,5.7,4.2,7.4,4.6,4.67,7.8,1,1Fam,6,4.4,6.1,6.3,6.7,9.1,3.8,9.1,180000,1
1564,3,1.5,2,85,1,12000,4.56,5.9,3.3,7.7,7.09,5.21,9.3,1,1Fam,7,1.1,6.3,7.1,7.5,8.8,9.2,5.5,174500,1
1111,2,1,2,100,1,5700,4.44,7.4,1.8,7.6,4.98,2.21,9.6,1,1Fam,7,0,7.2,6.9,7.5,2.9,10,7,116900,1
1482,3,1,2,106,1,9000,3.65,7.6,4.1,7.6,4.94,3.33,9.2,1,1Fam,7,0,6.4,7.6,6.7,5.9,10,7.4,143000,0
932,2,1,1,76,0,8280,3.15,6.3,4.6,7.5,6.59,2.24,8.1,1,1Fam,6,0,6.5,5.3,6.5,4.7,8.3,7.8,124000,1
1466,3,1.5,1,67,0,17755,6.72,4.4,4.3,5,7.96,5.45,6.5,1,1Fam,5,0,4.7,4.7,5.1,10,7.3,5.1,149900,2
1811,2,1,1,70,1,14115,6.42,5.9,2.5,7.5,6.95,3.11,5.8,1,1Fam,6,1.5,5.9,5.6,6.3,10,8.2,3.2,230000,1
